r,obs,theo,lo,hi,fonction,nsim
37916.66666666667,19051777826.671047,4516584854.926577,3957742299.3424873,4960622865.761324,K,39
38333.333333333336,19225119064.134556,4616395871.5250025,4101562403.187518,5085754383.327797,K,39
38750,19428451894.003773,4717297718.905924,4182448233.5160413,5212814650.629871,K,39
39166.66666666667,19586599650.56872,4819290397.069344,4345576375.034112,5279153427.1355295,K,39
39583.333333333336,19804052815.845524,4922373906.015258,4433773845.971806,5400980044.684811,K,39
40000,20009644899.379955,5026548245.743669,4541605417.646964,5510248278.33801,K,39
40416.66666666667,20208595346.015484,5131813416.254579,4680367792.482249,5668192625.670766,K,39
40833.333333333336,20494917852.40479,5238169417.547982,4728894841.783442,5764031631.418822,K,39
41250,20674767950.56357,5345616249.623882,4844033150.97469,5859870637.166879,K,39
41666.66666666667,20910571412.593964,5454153912.482281,4922162717.925895,5909809735.947475,K,39
42083.333333333336,21245413207.065887,5563782406.123175,5029744105.745697,6034796956.901987,K,39
42500,21463604974.502472,5674501730.546564,5152766433.777685,6198913424.261404,K,39
42916.66666666667,21633309682.508705,5786311885.752452,5285848375.5701685,6372407975.469931,K,39
43333.333333333336,21960225956.063778,5899212871.740834,5401963002.302844,6430448714.88253,K,39
43750,22162998125.55652,6013204688.511713,5502249938.247816,6517304931.067437,K,39
44166.66666666667,22353603964.879692,6128287336.065091,5628448331.326894,6668540433.45624,K,39
44583.333333333336,22775128861.460884,6244460814.400963,5683562670.424262,6769313890.725272,K,39
45000,22967860416.464245,6361725123.519331,5822112408.3679495,6898484756.843188,K,39
45416.66666666667,23320518155.406563,6480080263.420198,5902796843.044814,7085945157.637569,K,39
45833.333333333336,23761849058.99288,6599526234.1035595,6030517649.295157,7324398728.522556,K,39
46250,24134066505.249886,6720063035.569417,6111524602.793153,7472762453.682519,K,39
46666.66666666667,24393599929.534565,6841690667.817773,6207555072.844232,7577068210.762833,K,39
47083.333333333336,24677730403.503918,6964409130.848624,6293544217.98432,7644589184.920597,K,39
47500,24889048526.500183,7088218424.661971,6428640538.419373,7765099917.707316,K,39
47916.66666666667,25226047899.173454,7213118549.257817,6531190763.203107,7950451450.957853,K,39
48333.333333333336,25533323082.89112,7339109504.636156,6679558899.073282,8110664563.633455,K,39
48750,25789853455.458683,7466191290.796992,6749459030.040385,8295500721.2649975,K,39
49166.66666666667,26064588131.808704,7594363907.740328,6843474932.154431,8432904157.682186,K,39
49583.333333333336,26434848915.82901,7723627355.466157,7005399650.822378,8575155313.842244,K,39
50000,26718094582.230152,7853981633.974483,7087386850.147921,8675494664.949308,K,39
50416.66666666667,26977324406.252567,7985426743.265306,7216075111.71752,8787411633.491804,K,39
50833.333333333336,27361672622.72589,8117962683.338626,7316165981.827208,8945639071.776022,K,39
51250,27603383511.61923,8251589454.194441,7478217866.766704,9076852069.37757,K,39
