cluster_id,menage_id,ligne,lien_chef,residence,dormi_nuit,sexe,age,niveau_educ,annees_ecole,scolarise,quintile
3,712,2,son/daughter,yes,yes,male,22,secondary,13,attended at some time,richest
3,712,3,son/daughter,yes,yes,female,15,secondary,7,attended at some time,richest
3,712,4,son/daughter,yes,yes,male,20,secondary,11,attended at some time,richest
3,712,5,son/daughter,yes,yes,male,11,secondary,7,attended at some time,richest
3,712,6,other relative,yes,yes,female,27,secondary,8,no,richest
3,712,7,other relative,yes,yes,male,28,primary,6,no,richest
3,712,8,other relative,yes,yes,female,24,secondary,8,no,richest
3,712,9,other relative,yes,yes,female,21,secondary,10,attended at some time,richest
3,712,10,other relative,yes,yes,female,29,secondary,9,no,richest
3,712,11,other relative,yes,yes,female,13,secondary,8,no,richest
3,715,1,head,yes,yes,male,57,primary,5,no,richer
3,715,2,wife or husband,yes,yes,female,47,primary,6,no,richer
3,715,3,wife or husband,yes,yes,female,45,secondary,9,no,richer
3,715,4,son/daughter,yes,yes,male,12,primary,6,attended at some time,richer
3,715,5,son/daughter,yes,yes,female,10,primary,3,attended at some time,richer
3,715,6,son/daughter,yes,yes,female,7,primary,1,attended at some time,richer
3,715,7,son/daughter,yes,yes,female,5,"no education, preschool",0,attended at some time,richer
3,715,8,grandchild,yes,yes,female,5,"no education, preschool",0,attended at some time,richer
3,715,9,grandchild,yes,yes,male,4,"no education, preschool",0,no,richer
3,715,10,son/daughter,yes,yes,female,22,"no education, preschool",0,no,richer
3,715,11,son/daughter,yes,yes,male,31,secondary,9,no,richer
3,715,12,son/daughter-in-law,yes,yes,female,30,primary,3,no,richer
3,715,13,grandchild,yes,yes,male,9,primary,1,attended at some time,richer
3,715,14,grandchild,yes,yes,female,3,"no education, preschool",0,no,richer
3,715,15,grandchild,yes,yes,female,11,primary,1,attended at some time,richer
3,724,1,head,yes,yes,male,48,secondary,8,no,poorer
3,724,2,wife or husband,yes,yes,female,35,secondary,8,no,poorer
3,724,3,son/daughter,yes,yes,female,18,secondary,9,attended at some time,poorer
3,724,4,son/daughter,yes,yes,female,19,secondary,9,attended at some time,poorer
3,724,5,son/daughter,yes,yes,male,11,primary,4,attended at some time,poorer
3,724,6,son/daughter,yes,yes,male,9,primary,3,attended at some time,poorer
3,724,7,son/daughter,yes,yes,female,15,primary,4,attended at some time,poorer
3,724,8,son/daughter,yes,yes,female,4,"no education, preschool",0,no,poorer
3,724,9,brother/sister,yes,yes,female,43,primary,5,no,poorer
3,724,10,other relative,yes,yes,female,9,primary,2,attended at some time,poorer
3,724,11,other relative,yes,yes,male,18,secondary,7,attended at some time,poorer
3,724,12,son/daughter,yes,yes,male,7,primary,1,attended at some time,poorer
3,756,1,head,yes,yes,female,49,secondary,9,no,poorer
3,756,2,son/daughter,yes,yes,male,18,secondary,12,attended at some time,poorer
3,756,3,other relative,yes,yes,female,12,secondary,8,attended at some time,poorer
3,756,4,other relative,yes,yes,male,33,primary,6,no,poorer
3,756,5,other relative,yes,yes,female,24,primary,6,no,poorer
3,756,6,other relative,yes,yes,male,2,"no education, preschool",0,no,poorer
3,756,7,other relative,yes,yes,female,23,secondary,9,no,poorer
3,814,1,head,yes,yes,male,54,secondary,11,no,middle
3,814,2,wife or husband,yes,no,female,53,secondary,11,no,middle
3,814,3,son/daughter,yes,yes,female,26,higher,16,no,middle
3,814,4,son/daughter,yes,yes,female,17,secondary,10,attended at some time,middle
3,814,5,son/daughter,yes,yes,female,15,secondary,9,attended at some time,middle
3,814,6,son/daughter,yes,yes,male,11,secondary,7,attended at some time,middle
3,814,7,son/daughter,yes,yes,female,9,primary,6,attended at some time,middle
3,814,8,grandchild,yes,yes,male,1,"no education, preschool",0,no,middle
3,814,9,son/daughter,yes,yes,male,28,secondary,13,no,middle
3,814,10,grandchild,yes,yes,male,3,"no education, preschool",0,attended at some time,middle
3,814,11,son/daughter-in-law,yes,yes,female,22,secondary,11,attended at some time,middle
3,845,1,head,yes,yes,female,55,primary,6,no,middle
3,845,2,other relative,yes,yes,male,35,primary,5,no,middle
3,845,3,other relative,yes,yes,female,27,primary,5,no,middle
3,845,4,other relative,yes,yes,male,7,primary,0,no,middle
3,845,5,other relative,yes,yes,male,5,primary,0,no,middle
3,845,6,other relative,yes,yes,male,3,"no education, preschool",0,no,middle
3,845,7,other relative,yes,yes,female,1,"no education, preschool",0,no,middle
3,845,8,grandchild,yes,yes,male,17,secondary,8,attended at some time,middle
3,845,9,other relative,yes,yes,male,19,"no education, preschool",0,no,middle
3,863,1,head,yes,yes,male,42,secondary,11,no,middle
3,863,2,wife or husband,yes,yes,female,40,primary,6,no,middle
3,863,3,son/daughter,yes,yes,male,12,secondary,9,attended at some time,middle
3,863,4,son/daughter,yes,yes,male,9,primary,3,attended at some time,middle
3,863,5,other relative,yes,yes,female,9,primary,2,attended at some time,middle
3,863,6,other relative,yes,yes,female,18,secondary,10,no,middle
3,863,7,other relative,yes,yes,female,15,secondary,8,attended at some time,middle
3,863,8,other relative,no,yes,male,22,primary,6,no,middle
3,879,1,head,yes,yes,female,49,primary,3,no,middle
3,879,2,not related,yes,yes,female,15,secondary,8,attended at some time,middle
3,879,3,grandchild,yes,yes,female,22,secondary,11,attended at some time,middle
3,879,4,not related,yes,yes,male,9,primary,5,attended at some time,middle
3,879,5,other relative,yes,yes,male,2,"no education, preschool",0,no,middle
3,896,1,head,yes,yes,male,70,primary,6,no,middle
3,896,2,wife or husband,yes,yes,female,52,"no education, preschool",0,no,middle
3,896,3,son/daughter,yes,yes,female,21,primary,6,attended at some time,middle
3,896,4,grandchild,yes,yes,female,3,"no education, preschool",0,no,middle
3,896,5,grandchild,yes,yes,female,1,"no education, preschool",0,no,middle
3,896,6,other relative,yes,yes,female,20,primary,6,no,middle
3,896,7,other relative,yes,yes,female,60,"no education, preschool",0,no,middle
3,896,8,other relative,yes,yes,male,2,"no education, preschool",0,no,middle
3,896,9,other relative,yes,yes,male,8,primary,1,attended at some time,middle
3,896,10,other relative,yes,yes,male,12,primary,6,attended at some time,middle
3,896,11,other relative,yes,yes,female,5,"no education, preschool",0,attended at some time,middle
3,896,12,other relative,yes,yes,male,32,primary,6,no,middle
3,932,1,head,yes,yes,male,43,secondary,12,no,richest
3,932,2,wife or husband,yes,yes,female,38,higher,17,no,richest
3,932,3,not related,yes,yes,female,12,primary,5,attended at some time,richest
3,932,4,not related,yes,yes,female,9,primary,4,attended at some time,richest
3,932,5,not related,yes,yes,male,1,"no education, preschool",0,no,richest
3,932,6,not related,yes,yes,female,1,"no education, preschool",0,no,richest
3,932,7,not related,yes,yes,female,33,primary,6,no,richest
3,932,8,not related,yes,yes,female,26,secondary,9,no,richest
3,932,9,not related,yes,yes,male,16,secondary,11,attended at some time,richest
3,932,10,other relative,yes,yes,male,19,secondary,12,attended at some time,richest
3,957,1,head,yes,yes,male,42,secondary,10,no,richer
3,957,2,wife or husband,yes,yes,female,20,secondary,8,no,richer
3,957,3,son/daughter,yes,yes,female,0,"no education, preschool",0,no,richer
3,957,4,son/daughter,yes,yes,female,15,secondary,8,attended at some time,richer
3,957,5,brother/sister,yes,yes,male,18,primary,6,no,richer
3,1005,1,head,yes,yes,male,35,primary,3,no,middle
3,1005,2,wife or husband,yes,yes,female,30,primary,6,no,middle
3,1005,3,son/daughter,yes,no,female,8,primary,2,attended at some time,middle
3,1005,4,son/daughter,yes,yes,male,5,"no education, preschool",0,attended at some time,middle
3,1005,5,son/daughter,yes,yes,female,1,"no education, preschool",0,no,middle
3,1005,6,son/daughter,yes,yes,male,15,primary,6,attended at some time,middle
3,1005,7,other relative,yes,yes,female,8,primary,2,attended at some time,middle
3,1005,8,other relative,yes,yes,female,26,secondary,8,no,middle
3,1005,9,other relative,yes,yes,female,4,"no education, preschool",0,attended at some time,middle
3,1005,10,other relative,yes,yes,male,1,"no education, preschool",0,no,middle
3,1007,1,head,yes,yes,female,53,primary,3,no,middle
3,1007,2,son/daughter,yes,yes,male,27,primary,6,no,middle
3,1007,3,son/daughter-in-law,yes,yes,female,22,secondary,7,no,middle
3,1007,4,son/daughter,yes,yes,female,19,secondary,7,no,middle
3,1007,5,other relative,yes,yes,male,5,"no education, preschool",0,no,middle
3,1007,6,other relative,yes,yes,male,2,"no education, preschool",0,no,middle
3,1007,7,grandchild,yes,yes,male,0,"no education, preschool",0,no,middle
3,1007,8,grandchild,yes,yes,female,4,"no education, preschool",0,no,middle
3,1038,1,head,yes,yes,female,56,primary,5,no,middle
3,1038,2,son/daughter,yes,yes,male,20,secondary,11,attended at some time,middle
3,1038,3,son/daughter-in-law,yes,yes,female,19,secondary,11,attended at some time,middle
3,1038,4,son/daughter-in-law,yes,yes,female,29,secondary,9,no,middle
3,1038,5,grandchild,yes,yes,female,9,primary,3,attended at some time,middle
3,1038,6,grandchild,yes,yes,female,3,"no education, preschool",0,no,middle
3,1038,7,grandchild,yes,yes,male,8,primary,2,attended at some time,middle
3,1038,8,grandchild,yes,yes,male,0,"no education, preschool",0,no,middle
3,1038,9,son/daughter,no,yes,male,31,higher,14,no,middle
3,1038,10,brother/sister,yes,yes,female,58,primary,4,no,middle
3,1038,11,other relative,no,yes,female,26,primary,6,no,middle
3,1038,12,other relative,no,yes,female,19,secondary,7,no,middle
3,1038,13,son/daughter,yes,yes,female,34,secondary,7,no,middle
3,1038,14,grandchild,yes,yes,female,8,primary,0,no,middle
3,1072,1,head,yes,yes,male,39,secondary,10,no,middle
3,1072,2,wife or husband,yes,yes,female,23,secondary,9,no,middle
3,1072,3,son/daughter,yes,yes,female,10,primary,5,attended at some time,middle
3,1072,4,son/daughter,yes,yes,male,2,"no education, preschool",0,no,middle
3,1072,5,parent,yes,yes,female,60,primary,6,no,middle
3,1072,6,not related,yes,yes,female,15,secondary,8,attended at some time,middle
3,1086,1,head,yes,yes,male,44,secondary,12,no,richer
3,1086,2,wife or husband,yes,yes,female,35,primary,6,no,richer
3,1086,3,son/daughter,yes,yes,male,16,secondary,7,attended at some time,richer
3,1086,4,other relative,no,yes,female,20,secondary,11,attended at some time,richer
3,1086,5,other relative,yes,yes,female,18,secondary,12,attended at some time,richer
3,1086,6,other relative,yes,yes,female,4,"no education, preschool",0,attended at some time,richer
3,1139,1,head,yes,yes,male,44,primary,2,no,middle
3,1139,2,son/daughter,yes,yes,male,23,primary,5,no,middle
3,1139,3,son/daughter-in-law,yes,yes,female,21,primary,5,no,middle
3,1139,4,grandchild,yes,yes,male,2,"no education, preschool",0,no,middle
3,1139,5,other relative,yes,yes,female,15,secondary,7,attended at some time,middle
5,69,1,head,yes,yes,female,59,secondary,10,no,richest
5,69,2,son/daughter,yes,yes,female,39,secondary,10,no,richest
5,69,3,adopted/foster child,yes,yes,female,19,primary,6,no,richest
5,69,4,grandchild,yes,yes,male,12,secondary,9,attended at some time,richest
5,69,5,grandchild,yes,yes,female,8,primary,1,attended at some time,richest
5,69,6,grandchild,yes,yes,male,4,"no education, preschool",0,attended at some time,richest
5,69,7,grandchild,yes,yes,female,4,"no education, preschool",0,attended at some time,richest
5,69,8,grandchild,yes,yes,male,4,"no education, preschool",0,attended at some time,richest
5,69,9,other relative,yes,yes,male,8,primary,3,attended at some time,richest
5,69,10,not related,yes,yes,female,0,"no education, preschool",0,no,richest
5,115,1,head,yes,yes,male,24,primary,6,no,richer
5,186,1,head,yes,yes,male,33,primary,5,no,richest
5,304,1,head,yes,yes,male,32,higher,17,no,richest
5,304,2,wife or husband,yes,yes,female,32,higher,17,no,richest
5,304,3,son/daughter,yes,yes,male,9,primary,5,attended at some time,richest
5,304,4,son/daughter,yes,yes,male,6,"no education, preschool",0,attended at some time,richest
5,304,5,son/daughter,yes,yes,male,3,"no education, preschool",0,attended at some time,richest
5,304,6,adopted/foster child,no,yes,male,2,"no education, preschool",0,no,richest
5,320,1,head,yes,yes,male,41,secondary,11,no,richest
5,320,2,wife or husband,yes,yes,female,34,secondary,11,no,richest
5,320,3,other relative,yes,yes,female,16,secondary,11,attended at some time,richest
5,320,4,son/daughter,yes,yes,male,14,secondary,10,attended at some time,richest
5,320,5,other relative,yes,yes,male,13,secondary,7,attended at some time,richest
5,320,6,son/daughter,yes,yes,male,4,"no education, preschool",0,attended at some time,richest
5,322,1,head,yes,yes,female,59,primary,6,no,richer
5,322,2,son/daughter,yes,yes,female,39,primary,6,no,richer
5,322,3,son/daughter,yes,yes,female,20,secondary,12,no,richer
5,322,4,grandchild,yes,yes,female,15,secondary,10,attended at some time,richer
5,322,5,grandchild,yes,no,male,13,primary,2,attended at some time,richer
5,322,6,grandchild,yes,yes,male,2,"no education, preschool",0,no,richer
5,323,1,head,yes,yes,male,33,primary,5,no,richer
5,323,2,wife or husband,yes,yes,female,25,primary,6,no,richer
5,323,3,adopted/foster child,yes,no,female,7,primary,1,attended at some time,richer
5,323,4,adopted/foster child,yes,no,male,5,"no education, preschool",0,attended at some time,richer
5,323,5,son/daughter,yes,yes,male,1,"no education, preschool",0,no,richer
5,323,6,brother/sister,no,yes,male,18,secondary,11,attended at some time,richer
5,323,7,brother/sister,no,yes,female,15,secondary,9,attended at some time,richer
5,330,1,head,yes,yes,male,52,secondary,10,no,richest
5,335,1,head,yes,yes,male,48,primary,6,no,richer
5,350,1,head,yes,yes,male,24,secondary,13,no,richer
5,350,2,not related,no,yes,male,26,secondary,9,no,richer
5,409,1,head,yes,no,male,29,secondary,9,no,richest
5,495,1,head,yes,yes,male,24,secondary,12,no,richest
5,546,1,head,yes,yes,female,34,primary,6,no,richer
5,546,2,son/daughter,yes,yes,female,17,primary,6,no,richer
5,546,3,son/daughter,yes,no,male,11,secondary,7,attended at some time,richer
5,546,4,son/daughter,yes,no,female,9,primary,4,attended at some time,richer
5,546,5,son/daughter,yes,no,male,1,"no education, preschool",0,no,richer
5,578,1,head,yes,yes,male,25,higher,17,no,richest
5,611,1,head,yes,yes,female,52,secondary,10,no,richest
5,611,2,son/daughter,yes,yes,female,22,secondary,13,attended at some time,richest
5,611,3,son/daughter,yes,yes,female,18,secondary,12,attended at some time,richest
5,611,4,son/daughter,yes,yes,female,15,secondary,9,attended at some time,richest
5,611,5,brother/sister,yes,yes,male,38,primary,6,no,richest
5,635,1,head,yes,yes,male,48,higher,15,no,richest
5,635,2,wife or husband,yes,yes,female,40,higher,15,no,richest
5,635,3,son/daughter,yes,yes,male,25,secondary,11,no,richest
5,635,4,son/daughter,yes,yes,female,20,higher,14,attended at some time,richest
5,635,5,son/daughter,yes,yes,female,17,secondary,13,attended at some time,richest
5,635,6,son/daughter,yes,no,male,14,secondary,11,attended at some time,richest
5,635,7,son/daughter,yes,yes,male,8,primary,3,attended at some time,richest
5,635,8,son/daughter,yes,yes,male,8,primary,3,attended at some time,richest
5,635,9,other relative,yes,yes,female,32,secondary,11,no,richest
5,635,10,other relative,yes,yes,female,87,"no education, preschool",0,no,richest
5,635,11,other relative,no,yes,male,3,"no education, preschool",0,attended at some time,richest
5,635,12,grandchild,yes,yes,female,4,"no education, preschool",0,attended at some time,richest
5,635,13,other relative,yes,no,male,15,secondary,9,attended at some time,richest
5,635,14,other relative,yes,yes,female,9,primary,4,attended at some time,richest
5,669,1,head,yes,yes,male,55,primary,6,no,richer
5,669,2,wife or husband,yes,yes,female,40,primary,6,no,richer
5,669,3,son/daughter,yes,yes,male,20,primary,6,no,richer
5,690,1,head,yes,yes,male,54,higher,14,no,richest
5,690,2,wife or husband,yes,yes,female,34,secondary,10,no,richest
5,690,3,son/daughter,yes,yes,female,19,higher,14,attended at some time,richest
5,690,4,son/daughter,yes,yes,female,15,secondary,9,attended at some time,richest
5,690,5,son/daughter,yes,yes,male,14,secondary,9,attended at some time,richest
5,690,6,son/daughter,yes,yes,male,7,primary,2,attended at some time,richest
5,690,7,son/daughter,yes,yes,female,2,"no education, preschool",0,no,richest
5,763,1,head,yes,yes,male,41,higher,14,no,richer
5,763,2,wife or husband,yes,yes,female,37,secondary,9,no,richer
5,763,3,son/daughter,yes,yes,male,8,primary,4,attended at some time,richer
5,763,4,son/daughter,yes,yes,female,6,"no education, preschool",0,attended at some time,richer
5,763,5,son/daughter,yes,yes,male,3,"no education, preschool",0,attended at some time,richer
5,763,6,son/daughter,yes,yes,male,1,"no education, preschool",0,no,richer
5,786,1,head,yes,yes,female,25,secondary,9,no,middle
5,786,2,wife or husband,yes,yes,male,37,higher,don't know,no,middle
5,786,3,son/daughter,yes,yes,female,1,"no education, preschool",0,no,middle
