id,admin2Pcod,ntl_mean,population,ndvi_mean,precip_2018,no2,lc_13_urbain,lc_12_cultures,lc_8_savane_boisee,lc_11_zones_humides
9698,BJ0101,0.2216272939772658,341.1457824707031,4612.432184953081,1007.264,4.992392278648333e-05,0.0,0.0,0.0,1.0
9700,BJ0101,0.2436421283013245,442.7732238769531,4345.801400009745,1011.230769230769,4.975325966732921e-05,0.0,0.0,0.0,1.0
9702,BJ0101,0.2260658570251217,313.534423828125,4298.04054668594,1018.4,5.014506229227389e-05,0.0,0.0,0.0,1.0
9704,BJ0101,0.2271421101865796,299.7647705078125,4309.247418579733,1025.9417475728158,5.020751483682312e-05,0.0,0.0,0.0,1.0
9945,BJ0101,0.225707517178317,737.1593017578125,3974.888486462783,892.6666666666666,5.257519345824089e-05,0.0,0.0,0.0,1.0
9947,BJ0101,0.2444439357600194,966.077880859375,4048.84657503087,901.0,5.236092441355311e-05,0.0,0.0,0.0,1.0
9949,BJ0101,0.2327620047924969,762.598388671875,3942.786836425012,906.4,5.2348182741176135e-05,0.0,0.0,0.0,1.0
9950,BJ0101,0.2158126178800415,702.57275390625,3855.468085106383,910.0,5.186524482873451e-05,0.0,0.0,0.0,1.0
9951,BJ0101,0.2151820101903847,1408.8829345703125,3630.9081448625457,928.0,5.135570791125414e-05,0.0,0.0,0.0,1.0
9952,BJ0101,0.2114835017575264,935.9672241210936,3527.2644418331365,934.5,5.1374005508164034e-05,0.0,0.0,0.0,1.0
9953,BJ0101,0.2213155659868665,1405.18994140625,3594.305077055211,941.0,5.143879692297248e-05,0.0,0.0,0.0,1.0
9954,BJ0101,0.2118057733794184,1077.8426513671875,3668.238757161174,948.0,5.115022581205716e-05,0.0,0.0,0.0,1.0
9955,BJ0101,0.2096839886458942,1181.7342529296875,3791.646339484233,950.8,5.09680249884708e-05,0.0,0.0,0.0,1.0
9956,BJ0101,0.2189856970774009,808.3195190429686,3946.578736387685,955.0,5.092542272606036e-05,0.0,0.0,0.0,1.0
9957,BJ0101,0.2225285772242224,593.880615234375,4104.043535063375,960.0,5.070280770139257e-05,0.0,0.0,0.0,1.0
9958,BJ0101,0.217176414357726,931.3331909179688,4073.425458883101,965.6,5.0312747601616974e-05,0.0,0.0,0.0,1.0
9959,BJ0101,0.2213374336038928,839.337646484375,4235.374200409131,974.0,5.013598338820218e-05,0.0,0.0,0.0,1.0
9960,BJ0101,0.2286446617177146,808.6763305664062,4227.783014730961,976.4,5.01875831471598e-05,0.0,0.0,0.0,1.0
9961,BJ0101,0.2192099702644476,770.9996337890625,4257.394168817047,979.6666666666666,5.044460579927902e-05,0.0,0.0,0.0,1.0
9962,BJ0101,0.2178770937897501,739.589599609375,4314.936039909151,985.0,5.034073205607493e-05,0.0,0.0,0.0,1.0
9963,BJ0101,0.2246014331633385,590.118896484375,4389.3883262735935,993.0,5.003086063690196e-05,0.0,0.0,0.0,1.0
